City/Town,# Total households,% Households w/ cohabiting couples,% Households w/ 1+ people aged >=65,AVG Household size,AVG Family size,# Total population >=25,% Educated <9th grade,% Educated 9th-12th w/o diploma,% Educated w/ highschool diploma or equivalent,% Educated w/ some college,% Educated w/ associate's degree,% Educated w/ bachelor's degree,% Educated w/ grad/professional degree,% Educated w/ diploma or higher,% Educated w/ bachelors or higher,# Total civilian population,% Population w/ disablilty,% Population <18 w/ disability,% Population 18-64 w/ disability,% Population >65 w/ disability,# Population foreign-born,% Foreign-born not citizen,% Foreign-born entered >=2010,% Foreign-born entered <2010,# Total population >=5,% Population speaks english poorly,% Households w/ a computer,% Households w/ internet,# Total civilian labor force,% Workers worked from home,% Workers unpaid familly,% Population no health insurance,% Population in poverty,# Total occupied housing units,% Households no vehicle,% Households incomplete plumbing,% Households incomplete kitchen,% Households no telephone,% Households w/ 1.51 or more occupants/room,% Population <18,% Population >=18,% Population >=21,% Population >=65,% Population white,County subdivision,% Population minority,Latitude,Longitude,County,# Total population,# Total cases,# Total cases last 2 weeks,Avg # of cases last 2 weeks (per 100k),# Total tests,# Total tests last 2 weeks,# Total positive tests,% Positive tests last 2 weeks,% Infection rate,% Positive tests,% Infection rate last 2 weeks,% Testing rate last 2 weeks,% Testing rate,# Total positive tests last 2 weeks,% Population one or more doses,% Population fully vaccinated,% Vaccinated 65+ fully vaccinated,% Vaccinated 65+ one or more doses,% Vaccinated <65 fully vaccinated,% Vaccinated <65 one or more doses,% Vaccinated minority fully vaccinated,% Vaccinated minority one or more doses,% Vaccinated white fully vaccinated,% Vaccinated white one or more doses
Northborough,5399,3.2,27.9,2.75,3.09,10424,1.5,1.9,13.8,11.7,7.1,33.9,30.2,96.7,64.1,14908,8.0,3.2,7.3,18.4,1947,43.8,19.8,80.2,14302,4.4,97.0,96.4,8616,9.7,0.1,1.4,2.6,5399,2.4,0.7,1.0,1.0,0.5,23.7,76.3,73.7,15.8,84.1,46820,15.900000000000006,42.3195556,-71.6411997,Worcester,13563,1222,15,7.899304128223672,40081,1633.0,18.0,0.011022657685241886,9.00980609009806,0.00044909059155210697,0.11059500110595002,12.040109120401091,295.51721595517216,18.0,74.25326351500848,48.78678368611254,84.98054474708171,98.83268482490273,40.32214032214032,68.50486850486851,38.87277248238707,73.31123083298799,48.11764705882353,70.04524886877827
Northbridge,6166,6.9,31.5,2.64,3.19,11572,1.9,4.8,30.8,18.0,8.3,23.0,13.1,93.3,36.1,16271,12.6,3.9,9.9,35.2,875,47.4,17.7,82.3,15315,1.6,91.6,86.4,9028,6.1,0.0,3.8,5.9,6166,9.2,0.0,1.0,0.6,0.0,22.8,77.2,74.1,17.1,91.0,46925,9.0,42.1516323,-71.6494407,Worcester,18220,1117,23,9.016498241089225,34696,1457.0,27.0,0.018531228551818806,6.130625686059275,0.0007781876873414802,0.12623490669593854,7.996706915477497,190.42810098792535,27.0,44.88115496514245,30.559367623648242,70.9958217270195,80.50139275766016,22.991202346041057,38.21440208536983,31.689497716894977,56.80365296803653,28.982106189498385,41.918451158697565
Northfield,1225,7.3,34.1,2.41,2.92,2211,0.5,7.9,29.2,11.2,12.9,20.7,17.6,91.6,38.3,2956,22.0,7.8,15.3,56.2,191,56.0,28.8,71.2,2860,2.4,90.9,84.4,1675,3.5,0.0,2.4,4.4,1225,6.5,0.0,0.7,0.7,0.7,19.3,80.7,77.1,19.8,94.6,47835,5.400000000000006,42.6959093,-72.4528885,Franklin,2949,57,5,12.109613573800813,6271,242.0,6.0,0.024793388429752067,1.9328585961342828,0.0009567852017222134,0.169548999660902,8.206171583587658,212.6483553747033,6.0,55.125594025797696,38.832315003394434,78.43137254901961,92.45852187028657,27.33245729303548,44.2838370565046,0.0,0.0,35.60714285714286,48.42857142857142
Norton,6570,6.7,30.2,2.66,3.12,12801,1.5,3.7,25.1,19.8,9.1,26.9,13.9,94.8,40.8,19628,10.3,5.7,8.2,26.6,939,27.1,16.7,83.3,18965,1.5,94.7,91.2,11947,6.0,0.1,2.1,6.5,6570,3.5,0.2,0.2,2.1,0.0,17.6,82.4,72.8,13.8,92.2,49970,7.799999999999997,41.9667703,-71.1869963,Bristol,19909,1533,55,19.73177257319437,91939,5720.0,61.0,0.010664335664335665,7.7000351599779,0.0006634833965999195,0.27625696920990506,28.730724797830128,461.796172585263,61.0,49.7237291541089,33.02190074341973,69.0909090909091,82.72727272727273,26.139490369661445,43.426247158751046,27.30471498944405,48.76847290640394,31.702809935322573,47.15473667047122
Norwell,3666,1.7,33.1,2.95,3.35,7369,1.1,1.5,14.5,10.4,7.0,38.6,26.8,97.4,65.4,10874,7.3,3.4,2.8,29.4,610,30.3,20.7,79.3,10313,0.8,95.8,92.8,5828,6.1,0.1,0.5,3.0,3666,2.2,0.0,0.0,0.3,0.5,27.4,72.6,69.9,17.5,96.2,50145,3.799999999999997,42.1615157,-70.7927832,Plymouth,10718,727,21,13.993976220628099,24770,1203.0,22.0,0.01828761429758936,6.782981899608136,0.0008881711748082358,0.19593207688001496,11.224108975555142,231.10654972942712,22.0,61.748786860768945,44.95147443075774,73.3874605322508,80.33378439332431,37.53382750911872,56.900811860218845,63.543788187372705,100.0,42.36035858536105,57.45246773716875
Norwood,11971,5.5,32.2,2.41,3.06,21580,1.9,3.4,22.5,16.5,8.3,30.4,17.0,94.7,47.4,28909,11.9,3.4,8.1,35.8,5308,42.0,29.1,70.9,27926,8.4,91.9,88.3,17335,3.7,0.2,1.5,8.1,11971,8.8,0.0,1.1,2.1,0.7,19.8,80.2,77.7,18.0,84.4,50250,15.599999999999994,42.1943909,-71.19896949999998,Norfolk,30257,2850,62,14.636290719549688,71422,2879.0,69.0,0.02396665508857242,9.41930792874376,0.0009660888801769763,0.20491126020425027,9.515153518194138,236.05116171464454,69.0,61.20843524823164,42.605936405103456,76.41541609822646,86.74965893587995,34.477244772447726,55.067650676506766,28.491372953841616,49.06355994691049,41.96060274433875,57.27333950669248
Oak Bluffs,1750,8.1,38.7,2.61,3.61,3359,0.0,4.0,25.5,20.7,7.6,22.7,19.5,96.0,42.2,4621,8.7,1.4,7.8,18.6,267,77.5,0.0,100.0,4300,2.8,96.3,79.5,2391,10.1,0.0,5.8,9.8,1750,0.0,0.0,0.0,1.7,0.9,24.4,75.6,73.4,22.7,89.2,50390,10.799999999999997,41.4542793,-70.5619724,Dukes,5208,331,17,23.313460086783437,8897,292.0,18.0,0.06164383561643835,6.355606758832565,0.0020231538720917163,0.32642089093702,5.6067588325652835,170.83333333333331,18.0,43.8448242750144,28.78816977146149,55.283307810107196,58.95865237366002,19.917969751345808,38.78492694180979,16.840731070496084,37.59791122715404,27.97986730725234,38.70967741935484
Oakham,688,6.4,28.6,2.65,2.91,1367,1.5,2.7,29.0,17.0,13.0,23.7,13.0,95.8,36.7,1833,9.1,2.5,9.1,15.8,44,52.3,29.5,70.5,1790,0.3,95.6,89.8,1093,6.2,0.0,1.4,4.4,688,3.5,0.0,0.0,0.4,0.0,17.2,82.8,81.0,16.5,98.3,50670,1.7000000000000028,42.3527105,-72.0449783,Worcester,2134,86,4,10.040915117360754,3239,160.0,3.0,0.01875,4.029990627928772,0.0009262117937635072,0.18744142455482662,7.497656982193064,151.78069353327086,3.0,46.388367729831145,31.191369606003754,75.06297229219143,89.16876574307305,21.152737752161382,36.59942363112392,0.0,0.0,30.282375851996107,43.816942551119766
Orange,3102,5.2,33.7,2.45,3.1,5539,3.8,6.6,40.2,20.7,9.6,12.7,6.5,89.6,19.2,7644,20.4,7.1,20.6,34.2,278,37.4,15.1,84.9,7230,1.0,87.2,82.3,3795,5.8,0.0,1.4,10.1,3102,8.9,0.0,0.3,2.2,0.0,19.4,80.6,77.2,18.2,96.5,51265,3.5,42.590354,-72.30979140000002,Franklin,8124,346,7,6.153993842663359,14355,610.0,10.0,0.01639344262295082,4.258985721319547,0.0006966213862765587,0.08616445100935499,7.508616445100936,176.698670605613,10.0,44.232426443432225,28.99175181583159,66.38655462184873,82.41758241758241,20.194647201946474,35.249391727493915,0.0,13.871951219512196,27.9838165879973,41.98246797033041
Orleans,2718,6.8,59.0,2.11,2.66,4810,0.7,0.8,16.5,16.3,7.3,32.7,25.7,98.6,58.4,5773,10.4,4.6,3.7,20.5,452,53.1,13.7,86.3,5678,0.6,92.5,88.7,2589,14.6,0.4,2.1,7.6,2718,5.6,0.6,0.6,0.0,0.4,15.0,85.0,83.5,39.7,94.0,51440,6.0,41.7898354,-69.9897323,Barnstable,5620,291,5,6.3545399618449006,7817,297.0,7.0,0.02356902356902357,5.177935943060498,0.0008954842011001664,0.0889679715302491,5.284697508896797,139.09252669039145,7.0,85.97365610537557,64.77394090423638,85.15072571641235,98.54856717528843,46.093483452746504,74.44558171272602,23.44322344322344,63.369963369963365,61.69332079021637,79.39793038570085
Otis,691,12.0,38.2,2.02,2.44,1230,0.2,7.7,29.4,15.5,9.3,19.8,18.0,92.0,37.7,1393,12.4,18.3,5.2,26.6,37,37.8,0.0,100.0,1340,0.0,90.0,80.8,841,16.6,0.0,4.6,4.5,691,1.0,0.0,0.0,0.0,0.0,9.4,90.6,89.6,28.1,98.6,51580,1.4000000000000057,42.1930224,-73.0919689,Berkshire,1879,64,6,22.796890986344927,2085,96.0,6.0,0.0625,3.4060670569451834,0.0028776978417266188,0.31931878658861096,5.109100585417775,110.96327833954231,6.0,41.662226957911564,28.23654768247203,59.47712418300654,71.67755991285402,18.124118476727784,31.946403385049365,0.0,0.0,28.548034934497817,40.556768558951966
Oxford,5200,6.4,27.7,2.67,3.38,9541,2.3,5.3,34.0,20.2,9.0,19.8,9.3,92.4,29.1,13906,14.3,5.2,11.4,43.5,998,20.1,10.7,89.3,13248,2.9,92.1,84.2,7824,1.1,0.0,2.3,8.6,5200,2.7,0.0,0.0,1.3,0.0,21.7,78.3,74.5,13.5,89.8,51825,10.200000000000003,42.116760600000006,-71.8647577,Worcester,13749,1051,21,10.909602004574525,22974,1042.0,23.0,0.022072936660268713,7.644192304894902,0.0010011317141116044,0.15273838097316167,7.578732998763546,167.0957887846389,23.0,46.591487813750454,32.950163695889415,72.89803220035778,83.72093023255815,25.188982535407074,39.37787818229212,90.97510373443983,100.0,26.240239766543105,38.30743749507059
Palmer,4884,13.7,30.6,2.49,3.12,8781,2.0,6.4,34.7,21.5,10.5,19.4,5.5,91.7,24.9,12186,14.7,15.2,9.7,34.9,659,36.4,15.8,84.2,11634,2.5,87.5,82.8,6893,4.2,0.0,3.5,11.3,4884,6.8,0.6,0.6,0.5,0.8,18.5,81.5,78.0,16.0,89.8,52144,10.200000000000003,42.15841029999999,-72.32868690000002,Hampden,11814,925,29,17.532798240407708,22106,1009.0,36.0,0.035678889990089196,7.829693583883528,0.0016285171446666063,0.24547147452175386,8.540714406636194,187.11697985441003,36.0,46.194225721784775,31.699263398526796,72.20371251784864,84.81675392670157,22.935118434603503,37.83728115345005,28.913963328631876,45.9802538787024,28.89433551198257,41.98438634713145
Paxton,1499,7.5,38.8,2.89,3.3,3139,1.1,2.7,16.2,17.7,6.1,30.0,26.2,96.1,56.3,4889,8.7,6.5,5.8,22.8,568,24.1,11.6,88.4,4665,4.3,91.3,87.6,2673,8.4,0.0,1.1,3.0,1499,3.2,0.0,0.0,0.7,0.9,18.5,81.5,69.6,16.3,88.3,52420,11.700000000000003,42.31148889999999,-71.9278427,Worcester,4953,447,10,14.420793880901629,27825,1733.0,10.0,0.005770340450086555,9.024833434282254,0.00035938903863432165,0.20189783969311528,34.988895618816876,561.7807389460933,10.0,56.525252525252526,40.282828282828284,88.18407960199005,100.0,30.993728895320793,46.98504582730342,26.112759643916917,47.774480712166174,38.22503270824248,53.27082424771042
Peabody,21713,5.3,39.2,2.41,3.07,39396,5.4,4.5,30.7,16.1,9.3,22.2,11.8,90.1,34.0,52509,15.5,3.6,10.6,38.2,8161,38.6,19.5,80.5,49629,8.4,86.5,81.8,28754,2.4,0.1,2.6,8.6,21713,12.1,0.7,2.0,1.2,0.6,17.1,82.9,79.8,22.5,89.9,52490,10.099999999999994,42.5278731,-70.92866090000003,Essex,55966,6769,110,14.038896190057615,135926,5758.0,131.0,0.022750955192775268,12.094843297716471,0.0009637596927740094,0.19654790408462278,10.288389379265983,242.87245827824034,131.0,54.55292688156672,42.189621899792726,70.72721919623142,77.1087884587075,33.04072867997546,47.32172353579688,25.695743042569575,37.64162358376416,41.277724716120126,51.730871272418554
Pelham,571,7.4,43.6,2.25,2.67,1003,0.0,1.3,14.2,12.4,5.4,28.5,38.3,98.7,66.8,1283,7.6,0.0,4.8,18.9,62,9.7,0.0,100.0,1230,0.5,94.9,90.9,726,12.7,0.0,0.5,5.3,571,1.6,0.0,0.0,1.9,0.0,17.1,82.9,81.8,26.0,92.8,52560,7.200000000000003,42.3931455,-72.40369609999998,Hampshire,1233,23,0,0.0,1542,65.0,0.0,0.0,1.8653690186536902,0.0,0.0,5.271695052716951,125.06082725060827,0.0,,,,,,,,,,
Pembroke,6563,5.4,30.7,2.78,3.34,12856,1.3,2.3,29.5,16.6,11.5,26.2,12.6,96.4,38.8,18353,10.5,3.0,8.7,28.6,690,21.3,6.2,93.8,17632,0.7,94.3,93.5,10804,4.4,0.0,1.4,3.5,6563,3.0,0.1,0.3,0.5,0.2,21.3,78.7,75.0,15.2,94.8,52630,5.200000000000003,42.0714925,-70.8092,Plymouth,18769,1351,25,9.513885307967673,31086,1242.0,31.0,0.0249597423510467,7.198039320155576,0.0009972334813099144,0.13319835899621718,6.617294474932069,165.62416751025629,31.0,54.61472876478738,37.98358733880422,78.62460120524636,95.17901453385325,30.79335214800878,47.438068359987454,42.87598944591029,70.44854881266491,36.37072953240818,51.54099091567742
Pepperell,4444,5.5,29.9,2.71,3.18,8518,0.4,3.8,25.6,18.0,11.0,25.3,15.9,95.8,41.1,12045,10.0,3.4,7.0,31.7,514,40.5,7.6,92.4,11436,0.6,92.8,89.6,6906,6.3,0.0,2.1,5.0,4444,3.7,0.0,0.0,0.6,0.0,21.2,78.8,75.1,15.5,94.7,52805,5.299999999999997,42.6659232,-71.5884363,Middlesex,12292,532,25,14.527289742409309,16251,765.0,28.0,0.036601307189542485,4.328018223234624,0.0017229708940988246,0.20338431500162707,6.223560039049788,132.20794012365766,28.0,48.63303498779496,33.50691619202604,70.10763209393346,81.80039138943248,26.205348428655086,42.01639664259223,43.117408906882595,70.44534412955466,31.153813451237138,44.052376498597056
Peru,349,6.6,22.3,2.36,2.76,630,0.8,7.1,36.0,17.9,17.1,15.4,5.6,92.1,21.0,823,9.8,4.0,9.8,19.0,6,33.3,0.0,100.0,752,0.8,92.8,78.2,546,0.4,0.0,2.1,8.5,349,2.9,0.0,0.0,2.6,0.0,18.1,81.9,80.2,12.2,96.2,53050,3.799999999999997,42.4381417,-73.04593390000002,Berkshire,834,11,4,8.55862302169798,475,20.0,1.0,0.05,1.3189448441247003,0.002105263157894737,0.4796163069544364,2.3980815347721824,56.95443645083933,1.0,,,,,,,,,,
Petersham,473,7.0,44.8,2.35,2.95,899,0.0,4.6,29.0,22.8,7.2,13.9,22.5,95.4,36.4,1188,11.4,3.0,7.4,25.8,63,20.6,6.3,93.7,1151,1.9,85.2,75.9,647,9.0,0.6,1.1,4.2,473,6.1,0.6,0.0,0.0,0.0,14.2,85.8,79.8,25.4,96.2,53120,3.799999999999997,42.4837752,-72.186669,Worcester,1267,48,4,16.903828482935573,2031,104.0,3.0,0.028846153846153848,3.7884767166535127,0.0014771048744460858,0.31570639305445936,8.208366219415943,160.29992107340175,3.0,54.50949367088608,37.34177215189873,80.52805280528052,91.0891089108911,23.72528616024974,42.97606659729448,0.0,0.0,38.156831042845596,52.78900565885206
Phillipston,643,8.1,28.8,2.77,3.11,1311,1.4,6.6,37.1,20.2,12.2,14.3,8.2,92.0,22.5,1779,13.3,5.8,13.4,23.5,25,24.0,0.0,100.0,1719,0.6,90.4,86.2,972,10.5,0.0,2.9,6.5,643,2.6,0.0,0.0,0.0,0.0,20.2,79.8,76.3,14.1,93.8,53225,6.200000000000003,42.5486993,-72.1328582,Worcester,1713,94,4,12.50737249419935,2171,96.0,4.0,0.041666666666666664,5.4874489200233505,0.0018424689083371719,0.23350846468184472,5.604203152364273,126.73671920607121,4.0,,,,,,,,,,
Pittsfield,19318,8.2,32.6,2.16,2.85,31531,2.7,6.5,29.6,21.5,11.2,17.7,10.8,90.7,28.5,42037,17.7,7.1,17.1,29.6,2802,44.9,24.7,75.3,40720,3.6,87.2,82.1,22700,2.4,0.1,3.5,13.4,19318,13.6,0.1,0.3,2.0,0.3,18.3,81.7,78.4,20.3,86.8,53960,13.200000000000003,42.4500845,-73.2453824,Berkshire,43955,2921,140,22.750268811703396,97520,4194.0,154.0,0.03671912255603243,6.645432829029689,0.0015791632485643971,0.3185075645546582,9.541576612444546,221.86326925264476,154.0,55.34548267467522,39.59911723886879,74.24576084562872,88.32856199075093,30.575549883857644,46.75518339020963,16.67725540025413,28.176620076238883,41.145938464200235,56.143487413131865
Plainfield,302,8.9,45.0,2.17,2.64,527,0.8,2.5,26.4,15.7,9.1,20.9,24.7,96.8,45.5,661,11.3,4.5,6.9,23.2,35,25.7,5.7,94.3,638,0.9,91.1,76.5,401,10.1,1.6,0.5,6.7,302,1.3,1.0,0.0,0.7,3.0,13.5,86.5,83.4,29.3,93.8,54030,6.200000000000003,42.5153633,-72.9162075,Hampshire,625,19,0,0.0,871,40.0,0.0,0.0,3.04,0.0,0.0,6.4,139.35999999999999,0.0,51.60771704180064,36.01286173633441,69.51219512195121,97.5609756097561,24.017467248908297,35.1528384279476,0.0,0.0,37.26169844020797,53.552859618717505
Plainville,3666,5.1,28.6,2.5,3.12,6527,0.4,1.9,24.3,18.6,11.2,24.6,19.0,97.7,43.6,9183,9.6,2.6,7.7,28.5,820,35.2,16.5,83.5,8794,1.2,96.3,89.7,5541,5.0,0.0,2.0,4.5,3666,3.6,0.0,0.4,0.4,0.0,22.1,77.9,76.0,14.7,88.8,54100,11.200000000000003,42.0042655,-71.33283309999999,Norfolk,9210,611,15,11.632061050889492,16264,689.0,18.0,0.026124818577648767,6.634093376764387,0.0011067388096409247,0.16286644951140067,7.480998914223671,176.59066232356136,18.0,57.30886185925282,37.60860121633362,84.69032707028532,100.0,28.902329172564663,49.05417578175267,41.31147540983607,74.75409836065575,35.53032076797003,53.13743853898385
Plymouth,23345,6.5,37.0,2.5,2.94,44860,1.7,3.0,28.3,18.1,10.5,24.1,14.2,95.3,38.4,58302,11.1,2.6,9.1,23.6,3894,49.1,20.7,79.3,57645,2.7,93.9,90.4,32636,5.7,0.1,3.1,6.5,23345,5.0,0.1,0.2,0.8,0.1,18.1,81.9,79.1,21.8,93.0,54310,7.0,41.95844570000001,-70.66726209999999,Plymouth,62728,5143,115,13.094963596162566,117074,4508.0,131.0,0.029059449866903283,8.198890447646983,0.001118950407434614,0.183331207754113,7.18658334396123,186.63754623134804,131.0,55.28665263694917,39.407563293157324,78.83483572971764,92.15525590404529,28.6728463925681,45.24857507961299,22.35364875701684,38.492381716118686,38.08194959614518,52.16833639546573
Plympton,1010,4.4,35.2,2.92,3.3,2147,0.1,3.4,37.6,16.4,9.3,21.1,12.1,96.6,33.3,2954,11.6,7.3,8.4,27.6,94,25.5,27.7,72.3,2770,0.5,93.5,89.0,1562,5.1,0.0,0.5,3.9,1010,0.4,0.0,0.5,0.0,0.0,19.6,80.4,75.6,18.0,96.1,54415,3.9000000000000057,41.9558953,-70.81484350000002,Plymouth,3007,159,5,11.876736731040271,4247,206.0,6.0,0.02912621359223301,5.2876621217159965,0.0014127619496114904,0.16627868307283006,6.8506817426005995,141.23711340206185,6.0,52.31281198003328,36.605657237936775,64.78454680534918,77.11738484398218,28.473413379073758,45.15437392795884,0.0,30.17241379310345,35.61501042390549,49.33981931897151
Princeton,1271,10.1,41.0,2.69,2.96,2600,0.2,2.3,12.6,12.9,10.4,32.8,28.8,97.5,61.5,3455,6.7,1.2,6.3,12.8,98,5.1,5.1,94.9,3330,1.0,95.2,90.2,1951,10.9,0.0,1.2,4.8,1271,4.5,0.0,0.0,0.8,0.0,19.9,80.1,77.7,22.4,96.0,55395,4.0,42.4487019,-71.877296,Worcester,3230,146,4,2.2112378188234403,7120,295.0,1.0,0.003389830508474576,4.520123839009288,0.0001404494382022472,0.12383900928792571,9.13312693498452,220.43343653250776,1.0,70.57001239157373,49.59727385377943,88.3008356545961,99.025069637883,38.52589641434263,62.430278884462155,69.6078431372549,99.01960784313727,46.33911368015414,65.5427103403982
Provincetown,1702,6.6,37.4,1.74,2.3,2702,2.2,2.3,16.2,17.5,7.0,29.7,25.1,95.5,54.8,2973,13.1,15.9,14.6,8.8,272,35.7,20.2,79.8,2918,5.6,91.4,84.3,1831,19.8,0.6,4.2,10.5,1702,7.2,0.5,1.1,1.7,2.2,5.1,94.9,94.2,27.6,91.4,55500,8.599999999999994,42.0547136,-70.1846012,Barnstable,2582,81,5,13.827569194700667,5171,215.0,5.0,0.023255813953488372,3.13710302091402,0.0009669309611293754,0.19364833462432224,8.326878388845856,200.27110766847406,5.0,100.0,80.23255813953489,100.0,100.0,64.63484761357103,100.0,38.39541547277937,79.65616045845272,81.38686131386861,100.0
Quincy,41187,6.2,29.1,2.26,3.07,73038,6.4,5.4,22.7,13.3,7.0,26.8,18.3,88.2,45.1,93720,10.9,4.0,7.8,29.9,31199,47.1,31.9,68.1,89571,21.0,90.2,86.4,57475,2.9,0.2,3.3,11.3,41187,17.2,0.3,0.9,2.2,0.9,14.6,85.4,82.8,16.7,61.1,55745,38.9,42.25287720000001,-71.0022705,Norfolk,101530,7458,170,11.959770484679533,217939,9386.0,192.0,0.020455998295333476,7.345612134344528,0.0008809804578345316,0.16743819560720968,9.244558258642765,214.65478183788042,192.0,59.143873058398256,37.89435322623538,73.13450500029587,84.98135984377774,30.85739944226497,53.98449685683225,27.947358800950468,49.188651272365405,41.96584109672044,59.35961523896084
Randolph,11832,5.0,33.6,2.85,3.42,23956,6.3,7.7,30.2,17.6,10.0,18.6,9.5,86.0,28.1,33774,13.6,4.0,11.8,33.5,12011,28.0,20.0,80.0,31815,19.7,93.4,86.9,19517,1.7,0.1,3.8,8.6,11832,7.6,0.3,0.3,1.3,2.1,19.8,80.2,76.9,15.6,32.1,56000,67.9,42.1619739,-71.042551,Norfolk,34437,4113,100,20.741277363626562,82839,3611.0,118.0,0.03267792855164774,11.943549089641955,0.001424449836429701,0.2903853413479688,10.485814676075151,240.5523129192438,118.0,53.49208653985771,38.95164803252505,82.73205561818865,99.24840285606915,30.948373578813587,45.12760622402363,29.56166028672221,41.33078135555055,56.787810665667536,73.19845135506432
Raynham,5225,9.2,34.9,2.68,3.16,10199,1.5,5.0,28.0,15.3,9.3,25.7,15.2,93.5,40.9,14011,11.9,4.4,9.6,28.1,777,19.7,9.3,90.7,13511,1.6,93.6,88.8,8038,4.2,0.0,1.2,5.5,5225,2.0,0.0,0.7,2.1,0.0,21.1,78.9,76.1,18.8,94.5,56060,5.5,41.94870770000001,-71.0731162,Bristol,15123,1597,41,19.365012933652988,30413,1222.0,43.0,0.03518821603927987,10.560074059379753,0.0014138690691480617,0.27111022945182833,8.08040732658864,201.10427825166965,43.0,52.539682539682545,37.34126984126984,81.01170252925633,93.5824839562099,28.06511105765376,43.82166626573651,39.49304987735078,59.36222403924775,34.91012298959319,48.68641292482352
Reading,9191,4.4,33.0,2.71,3.16,17828,1.0,1.5,14.5,12.2,6.3,33.5,30.9,97.5,64.4,24981,8.5,4.6,3.3,32.2,2070,27.9,11.5,88.5,23420,1.7,95.6,93.4,14032,6.7,0.3,0.9,2.8,9191,7.1,0.2,0.3,0.7,0.2,24.2,75.8,73.9,17.5,92.7,56130,7.299999999999997,42.5256563,-71.09528909999999,Middlesex,27680,2076,53,13.676682709939579,63250,3027.0,57.0,0.018830525272547076,7.5,0.0009011857707509882,0.19147398843930635,10.935693641618498,228.50433526011562,57.0,58.15659211619757,42.78281605665354,88.11511423550088,94.5079086115993,33.859459459459465,51.00108108108108,34.83639265762171,53.711093375897846,40.80354293009895,54.61219278646664
Rehoboth,4160,6.2,26.1,2.92,3.34,8338,2.7,1.3,19.5,20.2,10.5,27.8,18.0,96.1,45.9,12166,7.8,6.0,3.1,34.4,843,24.9,2.3,97.7,11714,4.3,95.2,91.1,7362,4.5,0.2,2.4,1.7,4160,2.5,0.0,0.0,0.2,0.2,21.3,78.7,74.2,13.1,94.5,56375,5.5,41.8470056,-71.23939329999997,Bristol,12712,964,8,4.494974873568465,17978,728.0,8.0,0.01098901098901099,7.583385777218377,0.00044498831905662476,0.06293266205160479,5.726872246696035,141.42542479546884,8.0,42.56490952006294,29.150275373721477,69.67572304995619,81.11305872042068,20.281933256616803,34.12926735711545,20.240480961923847,46.6933867735471,26.685300887865832,38.90167707990793
Revere,19223,8.5,29.8,2.78,3.41,38991,10.2,5.7,41.5,15.0,4.6,14.3,8.6,84.0,22.9,53325,12.6,4.9,8.9,40.7,20925,53.8,24.9,75.1,50202,27.9,87.9,80.9,29481,2.4,0.1,5.1,12.7,19223,17.9,0.4,0.9,2.1,1.7,20.1,79.9,76.7,14.4,78.1,56585,21.900000000000006,42.40843020000001,-71.0119948,Suffolk,60849,10622,179,21.012197972687222,174204,7190.0,258.0,0.03588317107093185,17.456326315962464,0.0014810222497761245,0.29417081628292985,11.816135022761262,286.28901050140513,258.0,51.558827879764,35.84235870297632,64.68639811945721,74.2280158136553,30.599362958359226,47.43823803604724,24.761846229488047,39.89613422653801,40.02287219295814,51.455503188245075
Richmond,679,4.7,44.8,2.18,2.59,1214,1.0,3.0,24.2,12.3,9.8,24.5,25.3,96.0,49.8,1489,8.5,0.9,6.0,17.0,65,21.5,12.3,87.7,1427,1.3,95.7,93.8,818,11.9,0.0,1.5,6.9,679,1.8,0.0,0.0,1.0,0.0,15.3,84.7,83.6,30.0,96.0,56795,4.0,42.3729519,-73.3676804,Berkshire,1304,42,0,0.0,2202,97.0,0.0,0.0,3.2208588957055215,0.0,0.0,7.438650306748467,168.86503067484662,0.0,57.68049155145929,44.85407066052227,74.82517482517483,84.61538461538461,30.126002290950744,44.44444444444444,0.0,0.0,42.467948717948715,55.68910256410257
Rochester,1928,2.6,33.0,2.89,3.27,3740,0.6,5.6,25.2,10.4,10.2,28.9,19.0,93.7,47.9,5580,8.6,4.1,6.7,23.1,327,11.6,0.0,100.0,5264,1.4,94.7,93.6,3033,4.4,0.0,1.5,3.3,1928,0.4,0.0,0.0,1.0,0.0,24.7,75.3,70.4,15.4,97.4,57600,2.5999999999999943,41.7549658,-70.84526770000002,Plymouth,5675,471,28,35.23835505019546,10025,533.0,31.0,0.058161350844277676,8.299559471365638,0.003092269326683292,0.4933920704845815,9.392070484581499,176.65198237885463,31.0,51.23369756785336,38.64998237574903,74.4621141253508,82.88119738072966,30.33659066232356,43.8870792616721,0.0,35.148514851485146,36.72305994851048,48.16108863552777
Rockland,6959,11.7,29.9,2.55,3.21,12698,1.5,3.7,31.2,20.7,9.2,24.8,8.9,94.8,33.7,17779,11.6,4.6,9.5,30.3,1136,55.2,33.7,66.3,16955,4.1,91.8,87.5,9997,4.3,0.0,2.1,8.3,6959,4.4,0.8,0.3,1.6,1.5,22.1,77.9,75.8,15.8,94.0,57775,6.0,42.1306563,-70.9161551,Plymouth,18091,1821,48,18.95150758198091,35158,1645.0,54.0,0.03282674772036474,10.065778563926814,0.0015359235451390865,0.26532529987286496,9.092919131059643,194.33972693604557,54.0,51.19969040247678,36.35559486952676,75.91727818545696,86.82454969979987,28.49569251159708,44.121935056328695,35.93466424682396,59.77011494252874,34.14306640625,46.826171875
